Estado,Sur,Norte,Este,Oeste,Recoger,Dejar
86,-0.271,-0.1,-0.34390000000000004,-0.1,-0.28090000000000004,-1.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,-0.1,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,2.0
98,-0.271,-0.28981,-0.19990000000000002,-0.19990000000000002,-2.7199,-0.1
99,0.0,0.0,0.0,-0.1,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,-0.19,0.0,-0.1,0.0,0.0,-1.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0
106,-0.6741182179,-0.67512003041818,-0.709812833981572,-0.7546527126163901,-7.422491775862982,-6.753272267420381
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0
111,-0.37072900000000003,-0.1,-0.1099,0.0,-2.71,-1.9
112,0.0,0.0,0.0,0.0,0.0,0.0
113,-0.19,-0.43104078999999995,-0.19,-0.34390000000000004,-4.712419000000001,-1.9099
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,-0.1,0.0,0.0,-0.271,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,-0.37072900000000003,0.0,-0.1,-0.19,-1.0,-1.9
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0
126,-0.5405131000000001,-0.6764429989,-0.48913066981000003,-0.46751308022800003,-7.025710499633341,-5.344320114003017
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,-0.19,-0.39040228000000005,-0.40951000000000004,-0.19,-2.71,-1.9
132,0.0,0.0,0.0,0.0,0.0,0.0
133,-0.1,-0.5419873,0.0,-0.271,-3.439,-4.0951
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,-0.1,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,-0.271,-0.1,0.0,-0.19,0.0,-2.71
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0
146,-0.1,-0.1,-0.43633900000000003,-0.1,-1.9,-1.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0
151,-0.1,0.0,0.0,-0.19,0.0,-1.9
152,0.0,0.0,0.0,0.0,0.0,0.0
153,-0.19,-0.19,-0.19,-0.1,0.0,-1.9
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0
157,-0.1,-0.1,0.0,0.0,-1.0,0.0
158,0.0,-0.20881,-0.271,-0.1,-3.439,-2.71
159,-0.1099,0.0,-0.1,0.0,-3.439,-1.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,-0.1,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
166,-0.30673900000000004,-0.1,-0.46855900000000006,-0.19,-3.4578100000000003,-2.7199
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,-0.1,-0.1,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,-0.1,-0.1,-0.271,-1.9,-1.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,-0.1,0.0,0.0,0.0
178,-0.1,-0.19,-0.19,-0.1,-3.4658290000000003,-1.0
179,-0.1,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,0.0,0.0
186,-0.38765800000000006,-0.3538,-0.19,-0.28090000000000004,-3.439,-1.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,-0.1,-0.1,0.0,0.0,-1.0,-1.9
192,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,-0.1,-1.0,-1.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,-0.1,0.0,0.0,0.0,0.0
198,-0.271,-0.20881,-0.19,-0.1,-1.0,-1.9
199,0.0,-0.1,0.0,0.0,-2.71,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,-0.19,-0.1,-0.37072900000000003,-0.19990000000000002,-1.9,-1.9099
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,-0.45191368000000004,-0.9235871596602011,-0.19990000000000002,-0.28090000000000004,-4.69549,-1.9099
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,-0.19,-0.19,-0.34390000000000004,-0.28981,-1.0,-1.9
212,0.0,0.0,0.0,0.0,0.0,0.0
213,-0.28981,0.0,-0.271,0.0,-1.9,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0
219,0.0,-0.1,-0.271,0.0,-1.0,-1.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,-0.1,-0.40951000000000004,-0.34390000000000004,-0.28090000000000004,-4.704400000000001,-4.712419000000001
222,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,-0.271,-0.29969119,-0.19,-0.36271000000000003,-1.0,-1.9
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,-0.19,-0.28981,-0.1,-0.34390000000000004,-2.71,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0
233,-0.28981,-0.34390000000000004,0.0,-0.1,-4.68559,-1.9
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,-0.271,-0.1,-0.1,-0.19,-1.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,-0.34390000000000004,-0.19,-0.1,-0.20881,-2.71,-1.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,-0.19,-0.34390000000000004,-0.20881,-0.28981,-1.9188100000000001,-4.7365651
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,-0.1,0.0,0.0,-0.271,-3.439,-1.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,-0.1,-0.1,-0.19,-0.19,-2.71,-1.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,-0.1,-0.1,0.0,-1.0,0.0
258,0.0,-0.1,0.0,0.0,0.0,0.0
259,-0.1099,-0.1,-0.19,-0.271,-4.0951,-2.71
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,-0.1,0.0,-0.1,0.0,-1.0
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
266,-0.6400724599,-0.36271000000000003,-0.379639,-0.3538,-4.712419000000001,-5.779141606900001
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0
273,-0.1,-0.1,0.0,-0.271,-1.9,-1.0
274,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,-0.1,-0.1,-0.1,0.0,0.0
278,0.0,-0.1,0.0,-0.1,-1.9,-1.0
279,-0.271,0.0,-0.1,-0.1,0.0,-1.0
280,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,-0.1,-1.0,-1.0
282,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0
286,-0.55642186937296,-0.19,-0.38765800000000006,-0.5115151,-1.9099,-3.482758
287,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0
291,-0.1,-0.1,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,0.0,0.0
293,-0.19,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0
297,-0.1,0.0,0.0,0.0,0.0,0.0
298,-0.1,-0.1099,-0.1,-0.1,0.0,0.0
299,0.0,-0.1,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,-0.1,-0.19,-0.271,0.0,0.0,-3.439
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0
306,-0.4293001000000001,-0.5052781000000001,-0.43633900000000003,-0.46868230000000005,-4.202939611000001,-1.9268290000000001
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,-0.19,-0.1,0.0,-0.1,-1.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0
313,-1.0791050776050413,-0.271,-0.53324659,-0.5397419800000001,-5.793460253110001,-5.305166947900001
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0
319,-0.28090000000000004,-0.1,-0.34390000000000004,0.0,-2.71,-4.0951
320,0.0,0.0,0.0,0.0,0.0,0.0
321,0.0,-0.271,-0.1099,-0.1,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,-0.34390000000000004,-0.1,-0.28090000000000004,0.0,-1.0,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0
331,-0.46216909000000006,-0.1,-0.19,0.0,-1.0,-1.9
332,0.0,0.0,0.0,0.0,0.0,0.0
333,-0.19,-0.19,-0.1,-0.1,-1.9,-1.9
334,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0
339,-0.1,0.0,-0.5195341,-0.271,-1.9,-1.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,-0.49725910000000006,-0.19,-0.50910049,-0.1,-4.121929000000001,-3.4578100000000003
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,-0.29872000000000004,-0.36271000000000003,-0.3538,-0.1,-3.439,-2.7199
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0
351,-0.297829,-0.19,-0.1,-0.19,-4.0951,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0
353,-0.19,-0.1,0.0,0.0,-1.9,-1.9
354,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0,0.0,0.0
359,-0.646561621,-0.34390000000000004,-0.28981,-0.271,-4.130839,-2.7537580000000004
360,0.0,0.0,0.0,0.0,0.0,0.0
361,-0.1,0.0,-0.19,0.0,-1.0,-1.0
362,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0
366,-0.8033221790474249,-0.6700500010000001,-0.6851263680059689,-0.8495820900154001,-6.7251323322964005,-4.7728801216
367,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0,0.0
373,-0.1,-0.271,0.0,0.0,-1.0,-1.0
374,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0,0.0
377,-0.1,-0.19,0.0,0.0,-1.0,0.0
378,0.0,0.0,-0.1,0.0,0.0,0.0
379,0.0,-0.271,0.0,-0.1,0.0,-1.9
380,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,-0.1,0.0,-0.1,-1.9,-1.0
382,0.0,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0
386,-0.768645636589,-0.512317,-0.4990009995001,-0.6688064996385005,-2.72881,-4.18644047786051
387,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0
391,0.0,-0.1,-0.1,0.0,-1.9,0.0
392,0.0,0.0,0.0,0.0,0.0,0.0
393,-0.19,-0.1,-0.19990000000000002,-0.19,-2.7199,-1.0
394,0.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0
397,-0.28090000000000004,0.0,-0.1,-0.19,-1.9,-2.71
398,0.0,0.0,0.0,-0.1,-1.9,-1.0
399,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0
401,-0.1,-0.1,-0.1,0.0,0.0,-1.0
402,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0
406,-0.28981,-0.46868230000000005,-0.28981,-0.2997001,-1.9,-1.9
407,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0
411,-0.1,-0.1,0.0,-0.1,-0.19,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0
413,-1.007711970343552,-0.8327966695380999,-1.111813212058242,-1.3903548676438553,-8.091483613011643,-5.9994667177733625
414,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0
419,-0.28090000000000004,-0.34390000000000004,-0.40951000000000004,-0.271,-1.0,-0.1
420,0.0,0.0,0.0,0.0,0.0,0.0
421,-0.19,-0.19,-0.29079010000000005,-0.34390000000000004,-1.0,-3.4578100000000003
422,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0
426,-0.1,-0.34390000000000004,-0.379639,-0.1,-1.9,-1.9
427,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0,0.0,0.0
431,-0.2997001,-0.34390000000000004,-0.5347702000000001,-0.2997001,-4.175817571,-4.759972561
432,0.0,0.0,0.0,0.0,0.0,0.0
433,0.0,-0.19,0.0,-0.40951000000000004,0.0,-4.68559
434,0.0,0.0,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0,0.0,0.0
439,-0.19,-0.1,-0.20881,-0.1,-3.439,-1.0
440,0.0,0.0,0.0,0.0,0.0,0.0
441,-0.6151529800000001,-0.37072900000000003,-0.19990000000000002,-0.40951000000000004,-3.4489,-6.182072551
442,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.0,0.0,0.0,0.0,0.0
445,0.0,0.0,0.0,0.0,0.0,0.0
446,-0.653121001,-0.28090000000000004,-0.632849131,-0.34390000000000004,-4.72613149,-3.4578100000000003
447,0.0,0.0,0.0,0.0,0.0,0.0
448,0.0,0.0,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0
451,-0.48293830000000004,-0.34390000000000004,-0.6204634210000001,-0.445249,-6.233902297210001,-5.313185947900001
452,0.0,0.0,0.0,0.0,0.0,0.0
453,0.0,-0.1,0.0,-0.1,-1.9,-1.0
454,0.0,0.0,0.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0,0.0,0.0
459,-0.19,-0.64873477,-0.38765800000000006,-0.19990000000000002,-2.73772,-2.7457390000000004
460,0.0,0.0,0.0,0.0,0.0,0.0
461,-0.1,-0.19,0.0,-0.1,0.0,-3.439
462,0.0,0.0,0.0,0.0,0.0,0.0
463,0.0,0.0,0.0,0.0,0.0,0.0
464,0.0,0.0,0.0,0.0,0.0,0.0
465,0.0,0.0,0.0,0.0,0.0,0.0
466,-0.887575330718966,-0.9488986257214905,-0.7957018293400001,-0.9348131248173156,-7.141078017577867,-5.43253549203415
467,0.0,0.0,0.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0,0.0,0.0
473,-0.271,-0.1,0.0,-0.271,-0.19,-4.0951
474,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0,0.0,0.0
477,-0.1,-0.1,-0.3538,-0.1,-2.71,-0.1
478,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,0.0,0.0,0.0
